subID,group,day,time_point,thigmotaxis,median_velocity,path_length,search_area,n_stops,median_stop_duration,median_inter_stop_interval,time_in_homebase,hb_stop_distance,hb_close_stops,time2hb,n_home_bases
111,tg,3,4,470.888888888889,11.0415431843844,2778.76152998932,0.525714285714286,51,4.11111111111114,8.72222222222223,67.5555555555556,38.6756511214415,11,53.456,16
111,tg,3,7,363.555555555556,11.276439059022,4118.81016267349,0.761904761904762,59,3.66666666666667,7.66666666666668,45.5555555555556,35.9491938308818,17,33.731,6
112,tg,1,12,569.111111111111,10.7802176595018,1692.14241770855,0.306666666666667,44,6.16666666666668,10,53.1111111111111,42.1440206415716,10,114.626,17
112,tg,1,4,451.888888888889,7.81501694315744,1511.91125366456,0.504761904761905,28,6.83333333333334,12.7777777777778,143.444444444444,30.4928893961126,12,90.632,3
112,tg,1,7,520.111111111111,9.7368255590588,1949.9178892977,0.533333333333333,31,5.55555555555557,9.61111111111109,179.222222222222,25.1206551962925,16,11.676,5
112,tg,2,12,556.444444444444,10.1337458302989,1366.27926406053,0.39047619047619,32,5.05555555555553,9.44444444444445,107.111111111111,35.7324542368466,11,55.133,6
112,tg,2,4,536.444444444444,8.70410889914987,1437.48861148312,0.499047619047619,25,4,9.61111111111111,279.222222222222,33.1054047797382,9,147.998,1
112,tg,2,7,424.222222222222,11.6525076824975,3503.08088210813,0.693333333333333,60,3.72222222222221,7.22222222222229,51.1111111111111,37.8688091184532,12,44.619,10
112,tg,3,12,537.555555555556,9.69412447824223,2132.68273248748,0.426666666666667,48,6.72222222222226,11.3333333333334,83.7777777777778,32.7050484936614,19,5.283,12
112,tg,3,4,439.666666666667,11.9018066599786,2332.00248305469,0.544761904761905,36,5.33333333333329,9.55555555555554,117.444444444444,37.6880063641601,10,50.172,7
112,tg,3,7,334.222222222222,11.8364943292761,3255.49963769127,0.662857142857143,43,3.88888888888886,7.61111111111111,47,43.3431471401664,6,53.838,6
113,tg,1,12,519.333333333333,8.31903573524697,1343.33831545671,0.476190476190476,29,4.77777777777777,10.7777777777778,91.3333333333333,21.8618944346173,20,44.056,5
113,tg,1,4,463,7.2941360866328,1619.98100417439,0.577142857142857,23,2.44444444444443,9.5,297.333333333333,22.3057866084248,14,97.797,1
113,tg,1,7,501.222222222222,8.08787941220767,1165.44355938923,0.487619047619048,24,3.44444444444444,8.11111111111111,216.222222222222,39.3563312100982,8,36.161,1
113,tg,2,12,549.333333333333,9.45943783916052,1176.72637457562,0.447619047619048,27,5,8.11111111111109,241.777777777778,33.1404110625856,9,229.406,1
113,tg,2,4,414.222222222222,7.43454727407772,1568.66664659468,0.55047619047619,33,3.44444444444446,10.5,185.666666666667,27.7114166653642,17,40.927,3
113,tg,2,7,413.666666666667,8.0982152398628,2182.41799145839,0.619047619047619,47,5,8.33333333333334,131.222222222222,25.2894637853323,21,90.156,5
113,tg,3,12,541,9.93537834108966,529.892283104797,0.323809523809524,11,5.22222222222223,10.6111111111111,418.444444444444,24.8554908036976,5,119.148,1
113,tg,3,4,324.444444444444,7.9779680410736,2660.98009500618,0.733333333333333,43,5,8.50000000000001,49.7777777777778,26.8399685131757,20,171.24,9
113,tg,3,7,532.666666666667,7.72121407107612,1046.25367963803,0.4,26,4.27777777777777,8.88888888888886,148.333333333333,30.327788729299,11,152.6,5
